country,combo,year,pathogen,drug,resistance_pct,n_isolates,source_files,total_DDD,watch_proportion,gdp_per_capita,health_expenditure,sanitation,physicians,hospital_beds,urbanisation,agricultural_land,gini,water_access,income_group,region,lag1_resistance,lag2_resistance,lag3_resistance,rolling3_mean_resistance,delta_resistance,lag1_total_DDD,lag1_watch_proportion,antibiotic_pressure_index,ses_risk_score
Austria,M_morganii_CARB,2016,M_morganii,CARB,0.0,6.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,11.49,0.2942,17435.08,5.607,74.745,1.348,2.605,56.282,,38.866,85.137,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,11.49,0.2942,3.380358,0.40492524482993064
Austria,M_morganii_COL,2016,M_morganii,COL,100.0,6.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,11.49,0.2942,17435.08,5.607,74.745,1.348,2.605,56.282,,38.866,85.137,Unknown,Unknown,100.0,100.0,100.0,100.0,0.0,11.49,0.2942,3.380358,0.40492524482993064
Austria,M_morganii_FQ,2016,M_morganii,FQ,16.666666666666664,6.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,11.49,0.2942,17435.08,5.607,74.745,1.348,2.605,56.282,,38.866,85.137,Unknown,Unknown,0.0,0.0,0.0,0.0,16.666666666666664,11.49,0.2942,3.380358,0.40492524482993064
Austria,P_mirabilis_3GC,2016,P_mirabilis,3GC,0.0,80.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,11.49,0.2942,17435.08,5.607,74.745,1.348,2.605,56.282,,38.866,85.137,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,11.49,0.2942,3.380358,0.40492524482993064
Austria,P_mirabilis_CARB,2016,P_mirabilis,CARB,0.0,20.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,11.49,0.2942,17435.08,5.607,74.745,1.348,2.605,56.282,,38.866,85.137,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,11.99,0.3047,3.6533530000000005,0.40492524482993064
Austria,P_mirabilis_COL,2016,P_mirabilis,COL,100.0,20.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,11.49,0.2942,17435.08,5.607,74.745,1.348,2.605,56.282,,38.866,85.137,Unknown,Unknown,100.0,100.0,100.0,100.0,0.0,11.49,0.2942,3.380358,0.40492524482993064
Austria,P_mirabilis_FQ,2016,P_mirabilis,FQ,0.0,20.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,11.49,0.2942,17435.08,5.607,74.745,1.348,2.605,56.282,,38.866,85.137,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,11.49,0.2942,3.380358,0.40492524482993064
Austria,Providencia_spp_3GC,2014,Providencia_spp,3GC,0.0,8.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.77,0.2897,15890.556,5.583,70.913,1.34,2.932,53.987,,38.665,81.785,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,12.77,0.2897,3.699469,0.417897559360754
Austria,Providencia_spp_CARB,2014,Providencia_spp,CARB,0.0,2.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.77,0.2897,15890.556,5.583,70.913,1.34,2.932,53.987,,38.665,81.785,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,12.77,0.2897,3.699469,0.417897559360754
Austria,Providencia_spp_COL,2014,Providencia_spp,COL,100.0,2.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.77,0.2897,15890.556,5.583,70.913,1.34,2.932,53.987,,38.665,81.785,Unknown,Unknown,100.0,100.0,100.0,100.0,0.0,12.77,0.2897,3.699469,0.417897559360754
Austria,Providencia_spp_FQ,2014,Providencia_spp,FQ,0.0,2.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.77,0.2897,15890.556,5.583,70.913,1.34,2.932,53.987,,38.665,81.785,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,12.3,0.2909,3.5780700000000003,0.417897559360754
Belgium,M_morganii_3GC,2016,M_morganii,3GC,0.0,52.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.57,0.2928,9966.951,5.543,72.555,1.159,2.252,58.88,,38.034,88.033,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,12.57,0.2928,3.680496,0.4356748759897481
