country,combo,year,yhat,yhat_lower,yhat_upper,source
Israel,A_baumannii_TET,2028,58.87,56.76,58.87,xgboost
Italy,A_baumannii_3GC,2028,88.05,78.53,89.12,xgboost
Italy,A_baumannii_AMG,2028,90.55,80.36,90.55,xgboost
Italy,A_baumannii_CARB,2028,88.06,78.54,89.03,xgboost
Italy,A_baumannii_COL,2028,0.11,0.0,7.42,xgboost
Italy,A_baumannii_FQ,2028,86.03,77.91,87.36,xgboost
Italy,A_baumannii_TET,2028,90.88,73.34,90.88,xgboost
Japan,A_baumannii_3GC,2028,7.67,4.62,11.02,xgboost
Japan,A_baumannii_AMG,2028,0.43,0.0,7.01,xgboost
Japan,A_baumannii_CARB,2028,0.4,0.0,7.03,xgboost
Japan,A_baumannii_COL,2028,0.21,0.0,6.99,xgboost
Japan,A_baumannii_FQ,2028,1.4,0.0,7.38,xgboost
Japan,A_baumannii_TET,2028,9.83,4.6,11.83,xgboost
"Korea, South",A_baumannii_3GC,2028,98.72,83.24,98.72,xgboost
"Korea, South",A_baumannii_AMG,2028,98.3,80.56,98.3,xgboost
"Korea, South",A_baumannii_CARB,2028,98.73,83.61,98.73,xgboost
"Korea, South",A_baumannii_COL,2028,0.0,0.0,5.55,xgboost
"Korea, South",A_baumannii_FQ,2028,97.64,83.8,97.64,xgboost
"Korea, South",A_baumannii_TET,2028,74.17,64.37,74.17,xgboost
Lithuania,A_baumannii_3GC,2028,91.8,77.91,91.8,xgboost
Lithuania,A_baumannii_AMG,2028,86.22,78.64,86.96,xgboost
Lithuania,A_baumannii_CARB,2028,91.75,77.91,91.75,xgboost
Lithuania,A_baumannii_COL,2028,0.11,0.11,6.66,xgboost
Lithuania,A_baumannii_FQ,2028,91.83,77.94,91.83,xgboost
Lithuania,A_baumannii_TET,2028,88.53,78.64,88.53,xgboost
Malaysia,A_baumannii_3GC,2028,80.28,73.24,82.32,xgboost
Malaysia,A_baumannii_AMG,2028,79.18,69.12,81.51,xgboost
Malaysia,A_baumannii_CARB,2028,79.93,73.3,82.36,xgboost
Malaysia,A_baumannii_COL,2028,0.1,0.0,5.61,xgboost
Malaysia,A_baumannii_FQ,2028,71.91,63.44,74.21,xgboost
Malaysia,A_baumannii_TET,2028,55.68,49.66,56.29,xgboost
Mexico,A_baumannii_3GC,2028,99.71,72.99,99.71,xgboost
Mexico,A_baumannii_AMG,2028,71.48,58.34,73.58,xgboost
Mexico,A_baumannii_CARB,2028,100.0,72.56,100.0,xgboost
Mexico,A_baumannii_COL,2028,0.19,0.0,7.43,xgboost
Mexico,A_baumannii_FQ,2028,99.99,73.0,99.99,xgboost
Mexico,A_baumannii_TET,2028,60.22,47.5,60.22,xgboost
Philippines,A_baumannii_3GC,2028,36.36,33.71,43.25,xgboost
Philippines,A_baumannii_AMG,2028,35.23,28.16,41.36,xgboost
Philippines,A_baumannii_CARB,2028,38.42,33.24,42.83,xgboost
Philippines,A_baumannii_COL,2028,57.86,48.81,63.23,xgboost
Philippines,A_baumannii_FQ,2028,76.61,62.27,81.39,xgboost
Philippines,A_baumannii_TET,2028,66.64,55.82,69.0,xgboost
Poland,A_baumannii_3GC,2028,38.1,34.12,43.28,xgboost
Poland,A_baumannii_AMG,2028,52.14,47.4,55.44,xgboost
Poland,A_baumannii_CARB,2028,47.6,47.17,51.02,xgboost
Poland,A_baumannii_COL,2028,0.47,0.45,8.93,xgboost
Poland,A_baumannii_FQ,2028,47.17,44.59,51.45,xgboost
Poland,A_baumannii_TET,2028,54.57,52.83,54.57,xgboost
Portugal,A_baumannii_3GC,2028,9.44,5.88,14.8,xgboost
Portugal,A_baumannii_AMG,2028,4.16,3.34,6.46,xgboost
Portugal,A_baumannii_CARB,2028,7.78,5.56,14.43,xgboost
Portugal,A_baumannii_COL,2028,0.0,0.0,4.62,xgboost
Portugal,A_baumannii_FQ,2028,19.5,19.5,21.08,xgboost
Portugal,A_baumannii_TET,2028,3.99,3.51,7.64,xgboost
Romania,A_baumannii_3GC,2028,85.94,78.82,86.71,xgboost
Romania,A_baumannii_AMG,2028,86.96,75.05,87.11,xgboost
Romania,A_baumannii_CARB,2028,85.95,79.44,86.67,xgboost
Romania,A_baumannii_COL,2028,0.01,0.0,5.8,xgboost
Romania,A_baumannii_FQ,2028,85.79,78.65,86.55,xgboost
Romania,A_baumannii_TET,2028,34.97,34.97,45.21,xgboost
Russia,A_baumannii_3GC,2028,97.38,80.55,97.38,xgboost
Russia,A_baumannii_AMG,2028,97.72,76.3,98.53,xgboost
Russia,A_baumannii_CARB,2028,98.41,77.79,99.27,xgboost
Russia,A_baumannii_COL,2028,0.0,0.0,3.3,xgboost
Russia,A_baumannii_FQ,2028,97.31,77.42,98.96,xgboost
Russia,A_baumannii_TET,2028,83.24,68.84,83.24,xgboost
Spain,A_baumannii_3GC,2028,5.96,4.63,13.61,xgboost
Spain,A_baumannii_AMG,2028,4.56,3.79,7.66,xgboost
Spain,A_baumannii_CARB,2028,3.26,2.28,10.87,xgboost
Spain,A_baumannii_COL,2028,0.0,0.0,5.62,xgboost
Spain,A_baumannii_FQ,2028,16.71,13.06,20.55,xgboost
Spain,A_baumannii_TET,2028,23.93,19.25,26.5,xgboost
Taiwan,A_baumannii_3GC,2028,16.17,16.17,22.42,xgboost
Taiwan,A_baumannii_AMG,2028,5.91,5.24,14.03,xgboost
Taiwan,A_baumannii_CARB,2028,25.01,24.71,30.69,xgboost
Taiwan,A_baumannii_COL,2028,0.0,0.0,4.78,xgboost
Taiwan,A_baumannii_FQ,2028,20.17,20.17,24.5,xgboost
Taiwan,A_baumannii_TET,2028,1.66,1.49,6.15,xgboost
Thailand,A_baumannii_3GC,2028,90.36,80.34,91.68,xgboost
Thailand,A_baumannii_AMG,2028,94.44,72.46,97.3,xgboost
Thailand,A_baumannii_CARB,2028,90.53,80.34,91.68,xgboost
Thailand,A_baumannii_COL,2028,0.0,0.0,3.01,xgboost
Thailand,A_baumannii_FQ,2028,91.8,79.89,93.24,xgboost
Thailand,A_baumannii_TET,2028,89.5,70.16,90.58,xgboost
Turkey,A_baumannii_3GC,2028,98.34,83.33,98.34,xgboost
Turkey,A_baumannii_AMG,2028,92.05,74.93,93.73,xgboost
Turkey,A_baumannii_CARB,2028,97.8,83.32,97.8,xgboost
Turkey,A_baumannii_COL,2028,0.0,0.0,0.31,xgboost
Turkey,A_baumannii_FQ,2028,97.83,83.3,97.83,xgboost
Turkey,A_baumannii_TET,2028,98.16,76.22,98.38,xgboost
Ukraine,A_baumannii_3GC,2028,60.64,57.93,63.75,xgboost
Ukraine,A_baumannii_AMG,2028,60.53,56.99,63.75,xgboost
Ukraine,A_baumannii_CARB,2028,60.46,56.64,60.46,xgboost
Ukraine,A_baumannii_COL,2028,0.0,0.0,0.0,xgboost
Ukraine,A_baumannii_FQ,2028,61.25,57.67,63.65,xgboost
Ukraine,A_baumannii_TET,2028,60.95,56.8,64.57,xgboost
United Kingdom,A_baumannii_3GC,2028,11.29,9.86,12.02,xgboost
United Kingdom,A_baumannii_AMG,2028,8.86,5.27,8.86,xgboost
United Kingdom,A_baumannii_CARB,2028,8.95,5.29,8.95,xgboost
United Kingdom,A_baumannii_COL,2028,8.74,5.32,8.74,xgboost
United Kingdom,A_baumannii_FQ,2028,10.73,8.4,10.73,xgboost
United Kingdom,A_baumannii_TET,2028,11.03,9.41,12.12,xgboost
United States,A_baumannii_3GC,2028,42.23,40.62,42.23,xgboost
United States,A_baumannii_AMG,2028,17.1,16.14,19.56,xgboost
United States,A_baumannii_CARB,2028,43.38,41.52,43.79,xgboost
United States,A_baumannii_COL,2028,0.68,0.0,5.76,xgboost
United States,A_baumannii_FQ,2028,43.85,41.54,43.85,xgboost
United States,A_baumannii_TET,2028,35.77,35.77,35.77,xgboost
Vietnam,A_baumannii_3GC,2028,91.82,74.98,92.57,xgboost
Vietnam,A_baumannii_AMG,2028,89.77,73.64,89.77,xgboost
Vietnam,A_baumannii_CARB,2028,98.76,78.0,99.08,xgboost
Vietnam,A_baumannii_COL,2028,56.06,49.19,59.55,xgboost
Vietnam,A_baumannii_FQ,2028,91.99,74.99,93.94,xgboost
Vietnam,A_baumannii_TET,2028,95.53,73.72,97.35,xgboost
Argentina,A_baumannii_3GC,2029,66.22,59.58,69.83,xgboost
Argentina,A_baumannii_AMG,2029,7.14,7.14,15.23,xgboost
Argentina,A_baumannii_CARB,2029,71.1,62.36,77.0,xgboost
Argentina,A_baumannii_COL,2029,4.94,2.94,9.05,xgboost
Argentina,A_baumannii_FQ,2029,70.86,62.3,77.72,xgboost
Argentina,A_baumannii_TET,2029,67.98,59.32,67.98,xgboost
Australia,A_baumannii_3GC,2029,4.64,4.64,11.0,xgboost
Australia,A_baumannii_AMG,2029,7.8,7.75,10.34,xgboost
Australia,A_baumannii_CARB,2029,1.69,0.99,4.19,xgboost
Australia,A_baumannii_COL,2029,0.17,0.0,3.91,xgboost
Australia,A_baumannii_FQ,2029,4.44,4.44,10.51,xgboost
Australia,A_baumannii_TET,2029,8.78,8.36,11.64,xgboost
Belgium,A_baumannii_3GC,2029,68.42,58.77,70.35,xgboost
Belgium,A_baumannii_AMG,2029,1.38,0.42,8.36,xgboost
Belgium,A_baumannii_CARB,2029,1.04,0.0,7.16,xgboost
Belgium,A_baumannii_COL,2029,0.15,0.0,6.07,xgboost
Belgium,A_baumannii_FQ,2029,84.83,64.62,85.48,xgboost
Belgium,A_baumannii_TET,2029,27.8,26.53,32.5,xgboost
Brazil,A_baumannii_3GC,2029,99.56,77.92,99.56,xgboost
Brazil,A_baumannii_AMG,2029,99.03,76.77,99.03,xgboost
Brazil,A_baumannii_CARB,2029,99.49,75.89,99.49,xgboost
Brazil,A_baumannii_COL,2029,0.2,0.01,8.21,xgboost
Brazil,A_baumannii_FQ,2029,99.59,76.76,99.59,xgboost
Brazil,A_baumannii_TET,2029,99.64,77.71,99.64,xgboost
Chile,A_baumannii_3GC,2029,36.49,34.96,41.94,xgboost
Chile,A_baumannii_AMG,2029,43.83,41.1,46.21,xgboost
Chile,A_baumannii_CARB,2029,13.63,9.67,21.09,xgboost
Chile,A_baumannii_COL,2029,0.0,0.0,6.5,xgboost
Chile,A_baumannii_FQ,2029,50.67,48.79,51.57,xgboost
Chile,A_baumannii_TET,2029,10.96,10.12,16.22,xgboost
Colombia,A_baumannii_3GC,2029,7.4,6.18,9.33,xgboost
Colombia,A_baumannii_AMG,2029,4.63,4.13,4.76,xgboost
Colombia,A_baumannii_CARB,2029,31.41,30.69,36.56,xgboost
Colombia,A_baumannii_COL,2029,0.2,0.0,1.86,xgboost
Colombia,A_baumannii_FQ,2029,6.2,4.07,8.22,xgboost
Colombia,A_baumannii_TET,2029,11.83,9.51,14.25,xgboost
Croatia,A_baumannii_3GC,2029,96.98,73.46,96.98,xgboost
Croatia,A_baumannii_AMG,2029,97.17,75.39,97.17,xgboost
Croatia,A_baumannii_CARB,2029,96.92,72.43,96.92,xgboost
Croatia,A_baumannii_COL,2029,0.28,0.0,6.05,xgboost
Croatia,A_baumannii_FQ,2029,96.91,72.41,96.91,xgboost
Croatia,A_baumannii_TET,2029,100.0,75.94,100.0,xgboost
Czech Republic,A_baumannii_3GC,2029,46.36,42.02,47.0,xgboost
Czech Republic,A_baumannii_AMG,2029,46.11,41.85,47.08,xgboost
Czech Republic,A_baumannii_CARB,2029,56.84,48.9,56.84,xgboost
Czech Republic,A_baumannii_COL,2029,0.0,0.0,5.47,xgboost
Czech Republic,A_baumannii_FQ,2029,61.13,51.4,61.13,xgboost
Czech Republic,A_baumannii_TET,2029,36.31,32.56,41.04,xgboost
France,A_baumannii_3GC,2029,9.87,8.64,16.62,xgboost
France,A_baumannii_AMG,2029,4.58,3.42,6.79,xgboost
France,A_baumannii_CARB,2029,10.41,8.97,16.27,xgboost
France,A_baumannii_COL,2029,0.0,0.0,5.15,xgboost
France,A_baumannii_FQ,2029,55.39,43.8,56.25,xgboost
France,A_baumannii_TET,2029,35.97,33.74,39.08,xgboost
Germany,A_baumannii_3GC,2029,18.25,13.23,18.25,xgboost
Germany,A_baumannii_AMG,2029,18.16,15.46,19.23,xgboost
Germany,A_baumannii_CARB,2029,17.13,13.32,17.86,xgboost
Germany,A_baumannii_COL,2029,0.09,0.0,2.81,xgboost
Germany,A_baumannii_FQ,2029,1.52,0.89,4.08,xgboost
Germany,A_baumannii_TET,2029,9.74,8.41,11.64,xgboost
Greece,A_baumannii_3GC,2029,98.25,79.16,98.46,xgboost
Greece,A_baumannii_AMG,2029,91.31,79.79,91.41,xgboost
Greece,A_baumannii_CARB,2029,91.17,78.78,91.17,xgboost
Greece,A_baumannii_COL,2029,34.66,30.62,39.29,xgboost
Greece,A_baumannii_FQ,2029,94.45,79.56,94.45,xgboost
Greece,A_baumannii_TET,2029,93.05,81.4,93.05,xgboost
Guatemala,A_baumannii_3GC,2029,98.4,82.41,98.4,xgboost
Guatemala,A_baumannii_AMG,2029,92.66,81.28,92.66,xgboost
Guatemala,A_baumannii_CARB,2029,88.98,81.52,90.8,xgboost
Guatemala,A_baumannii_COL,2029,0.26,0.0,2.94,xgboost
Guatemala,A_baumannii_FQ,2029,91.33,82.83,91.33,xgboost
Guatemala,A_baumannii_TET,2029,89.06,70.5,89.27,xgboost
Hungary,A_baumannii_3GC,2029,91.68,78.31,91.68,xgboost
Hungary,A_baumannii_AMG,2029,96.05,81.09,96.7,xgboost
Hungary,A_baumannii_CARB,2029,27.22,27.22,36.78,xgboost
Hungary,A_baumannii_COL,2029,0.0,0.0,4.91,xgboost
Hungary,A_baumannii_FQ,2029,88.21,73.7,90.5,xgboost
Hungary,A_baumannii_TET,2029,91.01,73.4,91.96,xgboost
Israel,A_baumannii_3GC,2029,64.12,60.66,65.89,xgboost
Israel,A_baumannii_AMG,2029,61.7,58.39,63.03,xgboost
Israel,A_baumannii_CARB,2029,66.72,61.69,66.72,xgboost
Israel,A_baumannii_COL,2029,0.37,0.0,6.35,xgboost
Israel,A_baumannii_FQ,2029,67.47,60.94,67.47,xgboost
Israel,A_baumannii_TET,2029,61.87,57.55,61.87,xgboost
Italy,A_baumannii_3GC,2029,88.14,78.53,89.46,xgboost
Italy,A_baumannii_AMG,2029,90.0,80.78,90.0,xgboost
Italy,A_baumannii_CARB,2029,88.15,78.54,89.37,xgboost
Italy,A_baumannii_COL,2029,0.0,0.0,6.52,xgboost
Italy,A_baumannii_FQ,2029,86.06,77.91,87.75,xgboost
Italy,A_baumannii_TET,2029,93.84,74.26,93.84,xgboost
Japan,A_baumannii_3GC,2029,8.37,7.36,13.78,xgboost
Japan,A_baumannii_AMG,2029,0.39,0.0,7.0,xgboost
Japan,A_baumannii_CARB,2029,0.44,0.0,7.03,xgboost
Japan,A_baumannii_COL,2029,0.21,0.0,6.99,xgboost
Japan,A_baumannii_FQ,2029,1.4,0.0,7.38,xgboost
Japan,A_baumannii_TET,2029,13.45,8.76,17.32,xgboost
"Korea, South",A_baumannii_3GC,2029,98.72,83.6,98.72,xgboost
"Korea, South",A_baumannii_AMG,2029,98.56,83.6,98.56,xgboost
"Korea, South",A_baumannii_CARB,2029,98.73,83.61,98.73,xgboost
"Korea, South",A_baumannii_COL,2029,0.0,0.0,5.55,xgboost
"Korea, South",A_baumannii_FQ,2029,98.75,83.59,98.75,xgboost
"Korea, South",A_baumannii_TET,2029,79.81,65.32,84.37,xgboost
Lithuania,A_baumannii_3GC,2029,91.85,78.75,91.85,xgboost
Lithuania,A_baumannii_AMG,2029,88.97,77.4,88.97,xgboost
Lithuania,A_baumannii_CARB,2029,91.87,78.76,91.87,xgboost
Lithuania,A_baumannii_COL,2029,0.0,0.0,7.64,xgboost
Lithuania,A_baumannii_FQ,2029,91.94,78.75,91.94,xgboost
Lithuania,A_baumannii_TET,2029,90.18,76.44,90.18,xgboost
Malaysia,A_baumannii_3GC,2029,79.43,75.06,82.01,xgboost
Malaysia,A_baumannii_AMG,2029,83.46,71.41,86.97,xgboost
Malaysia,A_baumannii_CARB,2029,78.34,75.08,81.69,xgboost
Malaysia,A_baumannii_COL,2029,0.1,0.0,5.61,xgboost
Malaysia,A_baumannii_FQ,2029,73.64,67.25,81.98,xgboost
Malaysia,A_baumannii_TET,2029,59.33,54.37,61.1,xgboost
Mexico,A_baumannii_3GC,2029,97.71,77.63,97.71,xgboost
Mexico,A_baumannii_AMG,2029,76.44,61.59,82.86,xgboost
Mexico,A_baumannii_CARB,2029,97.98,75.6,98.48,xgboost
Mexico,A_baumannii_COL,2029,0.23,0.0,7.42,xgboost
Mexico,A_baumannii_FQ,2029,98.02,77.65,98.03,xgboost
Mexico,A_baumannii_TET,2029,68.4,54.37,69.06,xgboost
Philippines,A_baumannii_3GC,2029,41.72,36.7,47.77,xgboost
Philippines,A_baumannii_AMG,2029,41.3,35.45,46.23,xgboost
Philippines,A_baumannii_CARB,2029,45.7,38.78,52.63,xgboost
Philippines,A_baumannii_COL,2029,64.56,53.1,64.56,xgboost
Philippines,A_baumannii_FQ,2029,88.32,69.71,89.71,xgboost
Philippines,A_baumannii_TET,2029,71.51,61.54,73.16,xgboost
Poland,A_baumannii_3GC,2029,37.78,35.05,42.05,xgboost
Poland,A_baumannii_AMG,2029,52.79,51.05,52.79,xgboost
Poland,A_baumannii_CARB,2029,42.02,42.02,47.74,xgboost
Poland,A_baumannii_COL,2029,0.37,0.0,8.57,xgboost
Poland,A_baumannii_FQ,2029,42.25,39.07,47.12,xgboost
Poland,A_baumannii_TET,2029,53.96,52.52,53.97,xgboost
Portugal,A_baumannii_3GC,2029,6.47,4.52,11.75,xgboost
Portugal,A_baumannii_AMG,2029,4.52,3.8,7.07,xgboost
Portugal,A_baumannii_CARB,2029,2.91,2.91,11.3,xgboost
Portugal,A_baumannii_COL,2029,0.0,0.0,4.62,xgboost
Portugal,A_baumannii_FQ,2029,13.95,12.7,18.49,xgboost
Portugal,A_baumannii_TET,2029,3.75,1.82,7.66,xgboost
Romania,A_baumannii_3GC,2029,86.38,78.61,86.99,xgboost
Romania,A_baumannii_AMG,2029,89.38,75.7,89.38,xgboost
Romania,A_baumannii_CARB,2029,86.46,78.6,86.95,xgboost
Romania,A_baumannii_COL,2029,0.01,0.0,5.8,xgboost
Romania,A_baumannii_FQ,2029,86.19,78.59,86.48,xgboost
Romania,A_baumannii_TET,2029,33.36,33.36,39.98,xgboost
Russia,A_baumannii_3GC,2029,97.38,80.55,97.38,xgboost
Russia,A_baumannii_AMG,2029,98.43,77.68,99.26,xgboost
Russia,A_baumannii_CARB,2029,98.41,79.76,99.43,xgboost
Russia,A_baumannii_COL,2029,0.0,0.0,3.3,xgboost
Russia,A_baumannii_FQ,2029,98.08,78.37,99.33,xgboost
Russia,A_baumannii_TET,2029,93.29,71.71,93.29,xgboost
Spain,A_baumannii_3GC,2029,4.02,2.01,11.21,xgboost
Spain,A_baumannii_AMG,2029,2.55,1.46,7.45,xgboost
Spain,A_baumannii_CARB,2029,0.89,0.25,8.81,xgboost
Spain,A_baumannii_COL,2029,0.0,0.0,5.62,xgboost
Spain,A_baumannii_FQ,2029,16.4,12.77,20.27,xgboost
Spain,A_baumannii_TET,2029,25.22,19.72,26.63,xgboost
Taiwan,A_baumannii_3GC,2029,9.82,7.68,20.25,xgboost
Taiwan,A_baumannii_AMG,2029,1.87,1.87,10.08,xgboost
Taiwan,A_baumannii_CARB,2029,20.2,20.2,26.59,xgboost
Taiwan,A_baumannii_COL,2029,0.0,0.0,4.78,xgboost
Taiwan,A_baumannii_FQ,2029,14.26,11.97,22.71,xgboost
Taiwan,A_baumannii_TET,2029,1.14,0.37,6.15,xgboost
Thailand,A_baumannii_3GC,2029,88.22,80.32,90.16,xgboost
Thailand,A_baumannii_AMG,2029,97.46,73.88,98.64,xgboost
Thailand,A_baumannii_CARB,2029,88.28,80.32,90.47,xgboost
Thailand,A_baumannii_COL,2029,0.0,0.0,3.01,xgboost
Thailand,A_baumannii_FQ,2029,89.23,80.37,90.8,xgboost
Thailand,A_baumannii_TET,2029,95.08,72.54,97.51,xgboost
Turkey,A_baumannii_3GC,2029,98.34,83.33,98.34,xgboost
Turkey,A_baumannii_AMG,2029,94.18,77.68,94.67,xgboost
Turkey,A_baumannii_CARB,2029,97.8,83.32,97.8,xgboost
Turkey,A_baumannii_COL,2029,0.0,0.0,0.27,xgboost
Turkey,A_baumannii_FQ,2029,97.83,83.3,97.83,xgboost
Turkey,A_baumannii_TET,2029,98.33,79.38,98.33,xgboost
Ukraine,A_baumannii_3GC,2029,60.43,57.21,63.98,xgboost
Ukraine,A_baumannii_AMG,2029,60.64,57.46,63.63,xgboost
Ukraine,A_baumannii_CARB,2029,61.72,57.19,65.28,xgboost
Ukraine,A_baumannii_COL,2029,0.0,0.0,0.0,xgboost
Ukraine,A_baumannii_FQ,2029,61.22,56.95,63.92,xgboost
Ukraine,A_baumannii_TET,2029,59.45,57.2,62.87,xgboost
United Kingdom,A_baumannii_3GC,2029,11.76,11.76,12.28,xgboost
United Kingdom,A_baumannii_AMG,2029,10.76,9.11,10.76,xgboost
United Kingdom,A_baumannii_CARB,2029,10.81,9.13,10.81,xgboost
United Kingdom,A_baumannii_COL,2029,10.58,8.87,10.58,xgboost
United Kingdom,A_baumannii_FQ,2029,11.71,11.71,12.92,xgboost
United Kingdom,A_baumannii_TET,2029,11.85,11.85,13.54,xgboost
United States,A_baumannii_3GC,2029,42.27,40.62,42.27,xgboost
United States,A_baumannii_AMG,2029,17.23,16.14,19.75,xgboost
United States,A_baumannii_CARB,2029,43.21,41.28,43.21,xgboost
United States,A_baumannii_COL,2029,0.68,0.0,5.76,xgboost
United States,A_baumannii_FQ,2029,43.85,41.54,43.85,xgboost
United States,A_baumannii_TET,2029,35.15,35.15,38.69,xgboost
Vietnam,A_baumannii_3GC,2029,95.97,74.18,96.87,xgboost
Vietnam,A_baumannii_AMG,2029,94.57,72.99,96.16,xgboost
Vietnam,A_baumannii_CARB,2029,99.26,80.05,99.26,xgboost
Vietnam,A_baumannii_COL,2029,63.07,53.73,63.07,xgboost
Vietnam,A_baumannii_FQ,2029,96.45,73.8,96.91,xgboost
Vietnam,A_baumannii_TET,2029,99.22,75.57,99.82,xgboost
Argentina,A_baumannii_3GC,2030,65.34,59.18,67.33,xgboost
Argentina,A_baumannii_AMG,2030,3.48,2.2,12.71,xgboost
Argentina,A_baumannii_CARB,2030,71.56,60.64,77.71,xgboost
Argentina,A_baumannii_COL,2030,3.7,2.74,7.12,xgboost
Argentina,A_baumannii_FQ,2030,71.96,63.07,77.73,xgboost
Argentina,A_baumannii_TET,2030,68.74,58.37,70.04,xgboost
Australia,A_baumannii_3GC,2030,4.12,1.85,7.7,xgboost
Australia,A_baumannii_AMG,2030,6.31,6.31,10.16,xgboost
Australia,A_baumannii_CARB,2030,1.58,1.02,4.0,xgboost
Australia,A_baumannii_COL,2030,0.17,0.0,3.91,xgboost
Australia,A_baumannii_FQ,2030,3.15,0.72,7.03,xgboost
Australia,A_baumannii_TET,2030,6.52,6.22,11.35,xgboost
Belgium,A_baumannii_3GC,2030,70.87,61.46,73.18,xgboost
Belgium,A_baumannii_AMG,2030,0.57,0.0,6.84,xgboost
Belgium,A_baumannii_CARB,2030,0.53,0.0,6.01,xgboost
Belgium,A_baumannii_COL,2030,0.0,0.0,6.09,xgboost
Belgium,A_baumannii_FQ,2030,93.46,69.45,93.67,xgboost
Belgium,A_baumannii_TET,2030,26.0,25.36,31.4,xgboost
Brazil,A_baumannii_3GC,2030,99.5,77.09,99.5,xgboost
Brazil,A_baumannii_AMG,2030,99.49,76.4,99.49,xgboost
Brazil,A_baumannii_CARB,2030,99.38,76.78,99.38,xgboost
Brazil,A_baumannii_COL,2030,0.2,0.01,8.21,xgboost
Brazil,A_baumannii_FQ,2030,99.53,75.93,99.53,xgboost
Brazil,A_baumannii_TET,2030,99.25,79.87,99.25,xgboost
Chile,A_baumannii_3GC,2030,38.22,36.28,41.75,xgboost
Chile,A_baumannii_AMG,2030,43.77,41.09,46.2,xgboost
Chile,A_baumannii_CARB,2030,9.88,8.07,17.72,xgboost
Chile,A_baumannii_COL,2030,0.0,0.0,6.5,xgboost
Chile,A_baumannii_FQ,2030,50.72,48.77,51.57,xgboost
Chile,A_baumannii_TET,2030,10.08,9.8,16.1,xgboost
Colombia,A_baumannii_3GC,2030,7.78,7.78,11.25,xgboost
Colombia,A_baumannii_AMG,2030,2.75,1.84,5.27,xgboost
Colombia,A_baumannii_CARB,2030,35.19,30.69,41.04,xgboost
Colombia,A_baumannii_COL,2030,0.2,0.0,1.86,xgboost
Colombia,A_baumannii_FQ,2030,6.57,4.28,8.47,xgboost
Colombia,A_baumannii_TET,2030,12.53,12.46,15.35,xgboost
Croatia,A_baumannii_3GC,2030,100.0,75.46,100.0,xgboost
Croatia,A_baumannii_AMG,2030,100.0,76.05,100.0,xgboost
Croatia,A_baumannii_CARB,2030,100.0,73.93,100.0,xgboost
Croatia,A_baumannii_COL,2030,0.31,0.0,6.06,xgboost
Croatia,A_baumannii_FQ,2030,100.0,74.54,100.0,xgboost
Croatia,A_baumannii_TET,2030,99.38,76.6,99.38,xgboost
Czech Republic,A_baumannii_3GC,2030,51.25,45.82,53.22,xgboost
Czech Republic,A_baumannii_AMG,2030,51.14,45.66,53.33,xgboost
Czech Republic,A_baumannii_CARB,2030,65.57,55.58,65.57,xgboost
Czech Republic,A_baumannii_COL,2030,0.0,0.0,5.47,xgboost
Czech Republic,A_baumannii_FQ,2030,69.64,59.63,69.64,xgboost
Czech Republic,A_baumannii_TET,2030,36.04,36.04,44.18,xgboost
France,A_baumannii_3GC,2030,6.97,5.68,14.29,xgboost
France,A_baumannii_AMG,2030,5.19,3.81,7.99,xgboost
France,A_baumannii_CARB,2030,6.63,6.26,14.43,xgboost
France,A_baumannii_COL,2030,0.0,0.0,5.15,xgboost
France,A_baumannii_FQ,2030,55.5,44.83,56.98,xgboost
France,A_baumannii_TET,2030,35.9,35.13,40.93,xgboost
Germany,A_baumannii_3GC,2030,17.66,13.35,18.24,xgboost
Germany,A_baumannii_AMG,2030,17.15,13.33,17.75,xgboost
Germany,A_baumannii_CARB,2030,17.28,13.32,17.99,xgboost
Germany,A_baumannii_COL,2030,0.09,0.0,2.81,xgboost
Germany,A_baumannii_FQ,2030,1.47,0.0,3.34,xgboost
Germany,A_baumannii_TET,2030,9.74,8.41,11.64,xgboost
Greece,A_baumannii_3GC,2030,98.4,78.52,98.55,xgboost
Greece,A_baumannii_AMG,2030,91.22,78.77,91.22,xgboost
Greece,A_baumannii_CARB,2030,92.75,79.75,92.75,xgboost
Greece,A_baumannii_COL,2030,34.28,34.27,40.39,xgboost
Greece,A_baumannii_FQ,2030,96.86,79.19,96.86,xgboost
Greece,A_baumannii_TET,2030,92.77,78.79,92.77,xgboost
Guatemala,A_baumannii_3GC,2030,98.4,82.41,98.4,xgboost
Guatemala,A_baumannii_AMG,2030,94.96,79.35,94.96,xgboost
Guatemala,A_baumannii_CARB,2030,87.52,79.56,88.95,xgboost
Guatemala,A_baumannii_COL,2030,0.26,0.0,2.94,xgboost
Guatemala,A_baumannii_FQ,2030,89.11,81.49,90.81,xgboost
Guatemala,A_baumannii_TET,2030,93.56,73.12,95.13,xgboost
Hungary,A_baumannii_3GC,2030,91.78,79.7,91.78,xgboost
Hungary,A_baumannii_AMG,2030,95.46,82.39,95.46,xgboost
Hungary,A_baumannii_CARB,2030,27.24,24.27,30.96,xgboost
Hungary,A_baumannii_COL,2030,0.0,0.0,4.91,xgboost
Hungary,A_baumannii_FQ,2030,89.49,74.89,89.49,xgboost
Hungary,A_baumannii_TET,2030,92.37,76.12,92.37,xgboost
Israel,A_baumannii_3GC,2030,60.04,56.47,62.01,xgboost
Israel,A_baumannii_AMG,2030,61.57,58.5,63.08,xgboost
