country,risk_score_2030,risk_tier,region,income_group,top_interventions
India,2.39,Low,South/SE Asia,LMI,"Maintain existing stewardship programmes and monitoring
Continue AMR surveillance reporting to WHO GLASS
Sustain environmental sanitation and WASH standards"
